STUDENT_ID|TERM|COURSE|STUDENT
90000366|'202520.CHEM3452.03Z.sramasamy,202520.PHYS2126.01Z.swilliams36'
90000367|'202520.CHEM1112.05Z.gsmith34'
90000368|'202520.PHYS2125.01Z.kcarrell'
90000369|'202520.CHEM3452.05Z.sramasamy'
90000370|'202520.CHEM1111.07Z.rzehnder'
90000371|'202520.PHYS2125.01Z.kcarrell'
90000372|'202520.BIOL2124.02Z.hjones13,202520.CHEM1112.04Z.gsmith34'
90000373|'202520.BIOL2420.01Z.hjones13'
90000374|'202520.CHEM1106.04Z.jmaxwell'
90000375|'202520.CHEM1112.07Z.gsmith34'
90000376|'202520.CHEM1106.03Z.jmaxwell'
90000377|'202520.CHEM1106.04Z.jmaxwell'
90000378|'202520.CHEM1111.10Z.sdharmarajan'
90000379|'202520.CHEM1111.05Z.rzehnder'
90000380|'202520.CHEM1112.04Z.gsmith34'
90000381|'202520.CHEM1112.04Z.gsmith34'
90000382|'202520.CHEM1111.07Z.rzehnder'
90000383|'202520.PHYS2126.02Z.challen'
90000384|'202520.CHEM1112.04Z.gsmith34'
90000385|'202520.CHEM3451.03Z.jcarr17'
90000386|'202520.PHYS2125.01Z.kcarrell'
90000387|'202520.CHEM1111.10Z.sdharmarajan'
90000388|'202520.PHYS2125.02Z.mholcomb3'
90000389|'202520.BIOL2420.03Z.hjones13'
90000390|'202520.BIOL2420.03Z.hjones13,202520.CHEM1106.04Z.jmaxwell'
90000391|'202520.CHEM1111.10Z.sdharmarajan'
90000392|'202520.GEOL1104.01Z.jgarza85'
90000393|'202520.CHEM1112.06Z.gsmith34'
90000394|'202520.CHEM1112.07Z.gsmith34'
90000395|'202520.GEOL1104.03Z.ekoemanshields'
90000396|'202520.PHYS1102.03Z.eholik'
90000397|'202520.PHYS2126.02Z.challen'
90000398|'202520.CHEM1111.08Z.rzehnder'
90000399|'202520.PHYS2125.02Z.mholcomb3'
90000400|'202520.BIOL2420.02Z.hjones13'
90000401|'202520.CHEM1112.04Z.gsmith34'
90000402|'202520.CHEM1112.08Z.eosborne'
90000403|'202520.CHEM3452.05Z.sramasamy,202520.PHYS1102.03Z.eholik'
90000404|'202520.CHEM1112.05Z.gsmith34'
90000405|'202520.CHEM1112.04Z.gsmith34'
90000406|'202520.BIOL1413.02Z.eabreu'
90000407|'202520.BIOL2124.04Z.cadkins'
90000408|'202520.GEOL1104.03Z.ekoemanshields'
90000409|'202520.PHYS1102.03Z.eholik'
90000410|'202520.CHEM1111.05Z.rzehnder'
90000411|'202520.GEOL1104.03Z.ekoemanshields'
90000412|'202520.BIOL2124.04Z.cadkins'
90000413|'202520.PHYS2125.02Z.mholcomb3'
